game,issue,draw_date,numbers,front_numbers,back_numbers,sale_amount,pool_amount,source,fetched_at
dlt,26070,2026-06-24,,"04 05 15 21 32","02 11",814894461.66,312722588,example_search_snippet,2026-06-28T00:00:00Z
